text_1,text_2,label,explanation,human_explanation
Person in green gear does trick in midair with motorcycle.,Person in gear does trick in midair with motorcycle.,0,"The person in the premise is still wearing gear, which is the key aspect mentioned in the hypothesis.",A person does trick in midair while wearing green gear.
A man leans against a pay phone while reading a paper.,The man is standing and holing a newspaper.,0,"Since the man is reading a paper, it is likely that the paper is a newspaper.",If the man is reading a paper he is reading a newspaper.
People walk down a street in a metropolitan area where graffiti can be seen.,The graffiti is good art,1,The presence of graffiti in a metropolitan area does not necessarily imply a judgment about its artistic value.,Not all graffiti is good art
A young woman in relaxed clothing vacuuming hallway with small vacuum.,A mother cleans up after her children who spilled cereal in the hallway by vacuuming.,1,"The woman's casual attire and use of a small vacuum suggest a domestic setting, which could involve cleaning up after a messy incident, such as a cereal spill.",Not all women are a mother with children.
A camera crew looking at a man holding a umbrella over a girl in white.,a camera crew looks at a man holding an umbrella over a blonde girl dressed in white,1,"The premise does not specify the girl's hair color, but it does mention a girl in white, which is consistent with the hypothesis's description of a blonde girl dressed in white.",the girl may not be blonde
A person is standing a display with their back facing us.,The person is sitting on the bench.,2,"Since the person's back is facing us, we cannot see if they are sitting or standing, but we can infer that they are not sitting on the bench because their back is facing us, implying they are standing in front of the display.",A person cannot be both standing and sitting on the bench at the same time.
A woman in a kimono with a white umbrella stands near a second person.,One person is wearing a bathing suit while another is wearing a tuxedo.,2,"The premise does not provide any information about the attire of the second person, leaving open the possibility that one person is wearing a bathing suit and the other is wearing a tuxedo.",A kimono and a bathing suit are not the same thing.
One lone skier is making his way down a snowy mountain slope which has many ski track marks visible on the snow pack and a ski lift in the background.,A man is surfing at the beach.,2,"There is no connection between skiing down a mountain slope and surfing at the beach, as these are two distinct outdoor activities that take place in different environments.",Snowy mountain slope cannot be beach simultaneously.
A slim woman is walking a wet street holding a red umbrella.,A woman jogs a street with umbrellas.,2,"The woman in the premise is not necessarily jogging, but she is walking, and she is holding an umbrella, which is a common accessory used by people who jog in the rain.","One cannot walk and jog at the same time, and there can be only one umbrella or multiple umbrellas."
A woman and a man standing on a busy city street smiling.,The woman and the man are frowning.,2,"The woman and man in the premise are not necessarily expressing their true emotions, as people often hide their feelings behind a smile.",The couple is either standing or frowning.
A man with his surfboard stands in the sand.,fo,1,The man standing in the sand with his surfboard does not necessarily mean he is surfing or fo.,
A congregation is watching the Pope give a speech.,The Pope is old,1,"The Pope, as the leader of the Catholic Church, typically holds a position that is associated with advanced age and wisdom.",A Pope is likely to be old but the possibility of the Pope being young or middle aged can't be discounted.
A Guy is swimming in the pool with his eye goggles on.,A guy is practicing swimming for the semi-finals.,1,"The guy is likely preparing for a competitive swimming event, which would require him to practice his swimming skills.",Swimming does not imply practicing for semi-finals.
People are looking at construction being done in a town street.,People watch as a new hotel is built.,1,"The construction being done in the town street could be for a new building, and a hotel is a type of building that is often constructed in town streets.",People are looking at construction being done in a town street does not indicate that he watch as a new hotel is built.
Two people are hang gliding.,The two people are hang gliding off of Mission Peak regional park.,1,"Mission Peak regional park is a popular spot for outdoor recreational activities, including hang gliding.",The two people are hang gliding but they are not necessarily doing it off of Mission Peak regional park.
Four people walking through the snow together.,people were walking,0,"The presence of four people walking together in the snow implies that these individuals are, in fact, walking.",Walking through the snow implies someone is walking.
young boy wearing a red USA shirt is using either a toy or science equipment.,A child is performing an experiment,1,"The boy's use of science equipment, such as a microscope or thermometer, suggests that he is conducting an experiment.",The child is not necessarily performing an experiment.
a black dog is standing on a step next to a river as it shakes itself dry.,A dog shakes off after being pushed into water.,1,"The dog's action of shaking itself dry suggests that it was previously wet, which could be a result of being pushed into the water.","A dog could jump or fall into water, not only from being pushed."
A man in blue shirt talking with his friends in a bar.,A man is having drinks in a bar.,1,"Since the man is talking with his friends in a bar, it is likely that he is socializing and having a good time, which often involves having drinks.",A man in a blue shirt talking with his friends is having drinks in a bar.
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",The woman is standing in front of people.,0,"Since the woman is using a microphone at the podium, it is likely that she is addressing an audience, which would require her to be standing in front of them.",A female speaker is a woman. Someone who is presenting to a group is standing in front of people.
Two young men are posing for the camera.,two men posing for a photo to put on facebook,1,"The two young men are likely posing for a casual, everyday photo, which is often the type of photo people share on social media platforms like Facebook.",posing for a camera does not specifically mean the photo will be uploaded to Facebook
two beautiful women stand next to a fountain which is giving off a light mist.,An old woman feed the pigeons in town.,2,The beautiful women standing next to the fountain might be taking a break from feeding the pigeons in town.,There cannot be both a number of two women then later saying that there is one women.
Two young girls ride a camel near water.,The girls had fun.,1,"Riding a camel near water is often a recreational activity, which typically brings joy to those participating.",Just because two girls are riding a camel does not infer that they had fun.
"A man walks through a clearing and carries a rifle along his back, casually holding it by the muzzle.",A man is walking and carrying a fishing pole.,2,"The object being carried by the man in the premise is not necessarily a rifle, but could be a long, thin object like a fishing pole.",two men walking one carries a rifle and the other carries a fishing pole
A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,He is standing inside the house.,0,"The wall separating the kitchen and living area is typically an interior feature of a house, and the young man is peering over it, suggesting that he is standing inside the house.","He peers over the wall that is waist high, so he must be standing."
A street musician playing.,A street musician is outside.,0,"Since street musicians typically perform in public areas, it is likely that the musician is playing outside.",Street musician implies that he is playing outside.
Small blond boy throwing a fit.,Small blond boy throwing a fit because he didn't get the toy.,1,"The boy's tantrum is likely a result of unmet expectations, and not getting the toy he wanted could be the catalyst for his outburst.",It cannot be inferred that the blond boy was throwing a fit because he didn't get the toy.
Two men are standing on a street and one of them is about to throw a dart.,Two men are in a bar.,2,One of the men standing on the street might have just stepped out of a nearby bar to take a break and throw a dart.,Men cannot be on a street and in a bar simultaneously.
"Young man with red stains on face, with two women, posing in black clothing.",They are all dressed in white.,2,The presence of black clothing in the premise contradicts the hypothesis that they are all dressed in white.,"You cannot be dressed in black clothing and also white clothing, it must be one or the other."
A young girl dressed in white with a pink scarf smiles as she poses next to a fire in a chimney.,A kid poses near a chimney on Christmas.,1,"The girl's winter attire and the warm glow of the fire in the chimney evoke a festive atmosphere, reminiscent of a holiday like Christmas.",There is no mention of Christmas when the young girl posed in the first sentence.
A blond woman at the beach jumping around as she is enjoying her youth and freedom.,There is a blond woman at the beach,0,"The blond woman in the premise is indeed a woman, and the hypothesis simply states that there is a blond woman, which is a direct match.",The beach is where the woman is at.
A woman playing the violin with posters in the background.,A woman is playing music.,0,"The woman playing the violin is creating music, which supports the idea that a woman is playing music.",A violin makes music.
Two children walk along a path holding purple flowers.,A boy and a girl are gathering flowers.,1,"The fact that the children are holding purple flowers suggests that they are collecting or gathering something, which is consistent with the idea of gathering flowers.",Two children walk along a path holding purple flowers does not mean that two children are boy and a girl
Students are sitting in a classroom listening to six people who are teaching.,The students combined their powers pushing the moon away from the Earth by 6 inches.,2,There is no apparent connection between the students sitting in a classroom and their ability to combine powers to push the moon away from the Earth.,"If one is listening, they are not pushing"
A man in a field with a blue Jacket and a hat holding a stick with two dogs.,A man stands in a field with two dogs.,0,"The man in the field is accompanied by two dogs, which is consistent with the hypothesis that a man stands in a field with two dogs.",A man stands in a field and man in a field are the same phrases.
A man pans rocks in a button-down shirt and long shorts.,A woman plays tennis.,2,"The man panning rocks in a button-down shirt and long shorts may be taking a break from a recreational activity, similar to tennis, which the woman is playing.","Man and woman are different, panning rocks and playing tennis are different activities, Cannot be both genders or do both activities at the same time."
Man with a guitar drinking a canned drink.,man drinks beer,1,"The canned drink in the premise is often associated with beer, which is a common beverage consumed by adults, including men.",Not all canned drinks are beer.
An aspirin added to the water would preserve the flowers.,The flowers are in water.,0,"The aspirin's purpose is to preserve something, and in this case, it is added to the water, suggesting that the flowers are likely to be in contact with the water.",aspirin added to water refers that flowers are in water
A woman giving lecture using promethean board.,There are people eating worms.,2,"The woman giving the lecture might be discussing entomophagy, the practice of eating insects, including worms, as a sustainable food source.",Eating worms is different that giving a lecture
People walking through the underpass of a bridge.,Monkeys stare through the bars at the zoo.,2,"Both scenarios involve confined or restricted spaces, where the individuals are limited in their movement, with the people walking through the underpass and the monkeys staring through the bars at the zoo.",People are not monkeys.
A parade of women in blue costumes walk down the street.,A group of women in blue costumes parade down the street.,0,"The women in blue costumes walking down the street are indeed parading, as they are moving in a coordinated and intentional manner.",parade downs implies walk down.
A child in pink throwing a snowball at a child in blue.,Two children are interacting with each other wearing different colors.,0,"The child in pink and the child in blue are engaging in a playful activity together, which implies they are interacting with each other while wearing different colors.",Pink and blue are two different colors.
A group of people sit in the snow overlooking a mountain scene.,People are doing cartwheels in the dry summer field.,2,"The premise describes a winter scene, whereas the hypothesis describes a summer scene, making it unlikely that the people in the premise would be doing cartwheels in the same setting.",People can not sit while simultaneously be doing cartwheels.  A dry summer field can not be covered in snow.
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady is walking across the floor mat.,2,The young lady might need to warm up or practice on the floor mat before attempting a flip on the balance beam.,The young lady cannot be simultaneously walking across the floor mat and doing a flip on a balance beam.
Woman sitting in the shade with a fabric fan.,There is a woman sitting down,0,"The woman in the premise is described as sitting, which implies that she is in a seated position, thus supporting the hypothesis that there is a woman sitting down.",Sitting refers to sitting down.
Kids running in the field.,Kids play soccer in a field.,1,Running in a field is a common activity associated with playing soccer.,Just because the kids are running does not mean they are playing soccer.
