text_1,text_2,label,explanation,human_explanation
A man leans against a pay phone while reading a paper.,The man is standing and holing a newspaper.,0,"The man is indeed standing while he is reading a newspaper, as indicated by his position against the pay phone.",If the man is reading a paper he is reading a newspaper.
People walk down a street in a metropolitan area where graffiti can be seen.,The graffiti is good art,1,"The presence of graffiti in a metropolitan area suggests a vibrant urban culture, which can often include artistic expressions that some may consider to be good art.",Not all graffiti is good art
Football players wearing helmets practice defensive moves while their coach stands by ready to blow his whistle.,The coach drills his team hard,0,"The coach's presence and readiness to blow his whistle suggest that he is actively overseeing the players' practice, which implies he is likely pushing them to improve their skills.","In both sentence, coach are teaching her team."
A young woman in relaxed clothing vacuuming hallway with small vacuum.,A mother cleans up after her children who spilled cereal in the hallway by vacuuming.,1,"The young woman vacuuming the hallway suggests she is cleaning up a mess, which aligns with the idea of a mother cleaning up after her children.",Not all women are a mother with children.
A camera crew looking at a man holding a umbrella over a girl in white.,a camera crew looks at a man holding an umbrella over a blonde girl dressed in white,1,"The premise describes a man holding an umbrella over a girl in white, which aligns with the hypothesis that specifies a man holding an umbrella over a blonde girl dressed in white.",the girl may not be blonde
A person is standing a display with their back facing us.,The person is sitting on the bench.,2,"Since the premise states that the person is standing, it contradicts the idea that they could be sitting on a bench.",A person cannot be both standing and sitting on the bench at the same time.
A woman in a kimono with a white umbrella stands near a second person.,One person is wearing a bathing suit while another is wearing a tuxedo.,2,"The premise describes a woman in a kimono, which does not support the idea of one person wearing a bathing suit and another in a tuxedo.",A kimono and a bathing suit are not the same thing.
A woman and a man standing on a busy city street smiling.,The woman and the man are frowning.,2,"The premise describes a woman and a man smiling, which directly contradicts the assertion that they are frowning.",The couple is either standing or frowning.
A congregation is watching the Pope give a speech.,The Pope is old,1,"The Pope, as a prominent religious leader, is typically perceived as being older due to the long-standing tradition of the papacy and the age of previous popes.",A Pope is likely to be old but the possibility of the Pope being young or middle aged can't be discounted.
The children played on the four wheeler in the field.,The children are riding west on the four wheeler.,1,"The premise states that the children are playing on the four wheeler, which implies they are actively using it, but it does not specify the direction they are riding.",It is not known if the children are riding west.
five girls dressed alike,There are five kids with the same clothes,0,"The premise describes five girls who are dressed alike, which implies that there are five children wearing the same clothes.","The five kids are all girls, and they are dressed alike meaning same clothes"
Four people in black shirts giving a presentation to a room full of people using a big projector image on the wall.,four individuals are presenting their business plan,1,"The four people in black shirts are likely presenting information, which could include their business plan, to the audience using the projector.",Using a projector does not imply presenting a business plan.
People are looking at construction being done in a town street.,People watch as a new hotel is built.,1,The construction being observed in the town street could very well involve the building of a new hotel.,People are looking at construction being done in a town street does not indicate that he watch as a new hotel is built.
Two people are hang gliding.,The two people are hang gliding off of Mission Peak regional park.,1,"The premise states that two people are hang gliding, which could occur at various locations, including Mission Peak regional park.",The two people are hang gliding but they are not necessarily doing it off of Mission Peak regional park.
"Two people wait on a train, one in a yellow shirt and one that looks like a male in a green belly shirt.",Two people don't wait on a train,2,"The premise states that two people are waiting on a train, while the hypothesis claims that two people do not wait on a train, presenting a direct contradiction between the two statements.",If people wait on a train they don't not wait.
Four people walking through the snow together.,people were walking,0,"The premise describes a scenario where four individuals are engaged in the act of walking, which directly supports the assertion that people were walking.",Walking through the snow implies someone is walking.
a black dog is standing on a step next to a river as it shakes itself dry.,A dog shakes off after being pushed into water.,1,"The black dog shaking itself dry suggests it may have been in the water, which aligns with the idea of a dog shaking off after being pushed into water.","A dog could jump or fall into water, not only from being pushed."
A man in blue shirt talking with his friends in a bar.,A man is having drinks in a bar.,1,The man in the blue shirt is likely enjoying drinks with his friends in the bar.,A man in a blue shirt talking with his friends is having drinks in a bar.
"A blond woman is singing into a microphone and giving the ""okay"" symbol with her left hand.",A young woman is singing.,1,"The premise describes a blond woman who is singing, which supports the idea that a young woman is engaged in singing.",Not all blond women who sing are young.
