text_1,text_2,label,explanation,human_explanation
Person in green gear does trick in midair with motorcycle.,Person in gear does trick in midair with motorcycle.,0,"The person in the premise is still wearing gear, which is the key aspect mentioned in the hypothesis.",A person does trick in midair while wearing green gear.
A man leans against a pay phone while reading a paper.,The man is standing and holing a newspaper.,0,"Since the man is reading a paper, it is likely that the paper is a newspaper.",If the man is reading a paper he is reading a newspaper.
People walk down a street in a metropolitan area where graffiti can be seen.,The graffiti is good art,1,The presence of graffiti in a metropolitan area does not necessarily imply a judgment about its artistic value.,Not all graffiti is good art
Football players wearing helmets practice defensive moves while their coach stands by ready to blow his whistle.,The coach drills his team hard,0,"The coach's readiness to blow his whistle suggests that he is closely monitoring the players' practice, implying a high level of scrutiny and intensity in the training session.","In both sentence, coach are teaching her team."
A young woman in relaxed clothing vacuuming hallway with small vacuum.,A mother cleans up after her children who spilled cereal in the hallway by vacuuming.,1,"The woman's casual attire and use of a small vacuum suggest a domestic setting, which could involve cleaning up after a messy incident, such as a cereal spill.",Not all women are a mother with children.
A person is standing a display with their back facing us.,The person is sitting on the bench.,2,"Since the person's back is facing us, we cannot see if they are sitting or standing, but we can infer that they are not sitting on the bench because their back is facing us, implying they are standing in front of the display.",A person cannot be both standing and sitting on the bench at the same time.
One lone skier is making his way down a snowy mountain slope which has many ski track marks visible on the snow pack and a ski lift in the background.,A man is surfing at the beach.,2,"There is no connection between skiing down a mountain slope and surfing at the beach, as these are two distinct outdoor activities that take place in different environments.",Snowy mountain slope cannot be beach simultaneously.
A slim woman is walking a wet street holding a red umbrella.,A woman jogs a street with umbrellas.,2,"The woman in the premise is not necessarily jogging, but she is walking, and she is holding an umbrella, which is a common accessory used by people who jog in the rain.","One cannot walk and jog at the same time, and there can be only one umbrella or multiple umbrellas."
A woman and a man standing on a busy city street smiling.,The woman and the man are frowning.,2,"The woman and man in the premise are not necessarily expressing their true emotions, as people often hide their feelings behind a smile.",The couple is either standing or frowning.
A man with his surfboard stands in the sand.,fo,1,The man standing in the sand with his surfboard does not necessarily mean he is surfing or fo.,
A congregation is watching the Pope give a speech.,The Pope is old,1,"The Pope, as the leader of the Catholic Church, typically holds a position that is associated with advanced age and wisdom.",A Pope is likely to be old but the possibility of the Pope being young or middle aged can't be discounted.
The children played on the four wheeler in the field.,The children are riding west on the four wheeler.,1,"The direction in which the children are riding the four wheeler is not specified in the premise, but it is possible that they are riding west.",It is not known if the children are riding west.
five girls dressed alike,There are five kids with the same clothes,0,"The phrase ""dressed alike"" implies that the five girls are wearing the same type of clothes, which supports the idea that there are five kids with the same clothes.","The five kids are all girls, and they are dressed alike meaning same clothes"
Four people in black shirts giving a presentation to a room full of people using a big projector image on the wall.,four individuals are presenting their business plan,1,"The presence of a projector image on the wall suggests that the four individuals are presenting information to the audience, which is a common practice when pitching a business plan.",Using a projector does not imply presenting a business plan.
A Guy is swimming in the pool with his eye goggles on.,A guy is practicing swimming for the semi-finals.,1,"The guy is likely preparing for a competitive swimming event, which would require him to practice his swimming skills.",Swimming does not imply practicing for semi-finals.
People are looking at construction being done in a town street.,People watch as a new hotel is built.,1,"The construction being done in the town street could be for a new building, and a hotel is a type of building that is often constructed in town streets.",People are looking at construction being done in a town street does not indicate that he watch as a new hotel is built.
"Two people wait on a train, one in a yellow shirt and one that looks like a male in a green belly shirt.",Two people don't wait on a train,2,"The presence of two individuals, one wearing a yellow shirt and the other resembling a male in a green belly shirt, at the train station contradicts the idea that there are no people waiting on the train.",If people wait on a train they don't not wait.
young boy wearing a red USA shirt is using either a toy or science equipment.,A child is performing an experiment,1,"The boy's use of science equipment, such as a microscope or thermometer, suggests that he is conducting an experiment.",The child is not necessarily performing an experiment.
"A female speaker wearing a gray jacket, a dark scoop necked top with a dark knee length skirt is presenting to a group using a computer to present as well as a microphone at the podium.",The woman is standing in front of people.,0,"Since the woman is using a microphone at the podium, it is likely that she is addressing an audience, which would require her to be standing in front of them.",A female speaker is a woman. Someone who is presenting to a group is standing in front of people.
"A blond woman is singing into a microphone and giving the ""okay"" symbol with her left hand.",A young woman is singing.,1,"The woman singing into the microphone is likely a young adult, given her ability to perform in front of an audience.",Not all blond women who sing are young.
Two young men are posing for the camera.,two men posing for a photo to put on facebook,1,"The two young men are likely posing for a casual, everyday photo, which is often the type of photo people share on social media platforms like Facebook.",posing for a camera does not specifically mean the photo will be uploaded to Facebook
two beautiful women stand next to a fountain which is giving off a light mist.,An old woman feed the pigeons in town.,2,The beautiful women standing next to the fountain might be taking a break from feeding the pigeons in town.,There cannot be both a number of two women then later saying that there is one women.
Two young girls ride a camel near water.,The girls had fun.,1,"Riding a camel near water is often a recreational activity, which typically brings joy to those participating.",Just because two girls are riding a camel does not infer that they had fun.
"A man walks through a clearing and carries a rifle along his back, casually holding it by the muzzle.",A man is walking and carrying a fishing pole.,2,"The object being carried by the man in the premise is not necessarily a rifle, but could be a long, thin object like a fishing pole.",two men walking one carries a rifle and the other carries a fishing pole
Several bicyclists are riding though a wooded area.,Bicyclists riding their bikes in a race.,1,"The bicyclists may be riding in a competitive manner, which could be indicative of a race.",Bicyclists can ride without being in a race.
A street musician playing.,A street musician is outside.,0,"Since street musicians typically perform in public areas, it is likely that the musician is playing outside.",Street musician implies that he is playing outside.
"Young man with red stains on face, with two women, posing in black clothing.",They are all dressed in white.,2,The presence of black clothing in the premise contradicts the hypothesis that they are all dressed in white.,"You cannot be dressed in black clothing and also white clothing, it must be one or the other."
Two children in their pajamas one has a mask and hairnet like a surgical nurse and is standing over the older child who is laying down on the wood floor.,the children are wearing business suits,2,"The children in the premise are not wearing business attire, such as suits, which is typically associated with professional settings, unlike the surgical attire worn by the child standing, which is more commonly seen in medical settings.",The children wear either pajamas or business suits.
Two girls in white dresses holding hands and leaning on each another while standing on the shoreline of a calm sea.,The girls are standing next to the river.,2,"The premise describes a serene and peaceful scene, but it does not mention a river, which is a freshwater body that is typically distinct from a sea.",One cannot be standing next to the river and the sea at the same time.
A young girl dressed in white with a pink scarf smiles as she poses next to a fire in a chimney.,A kid poses near a chimney on Christmas.,1,"The girl's winter attire and the warm glow of the fire in the chimney evoke a festive atmosphere, reminiscent of a holiday like Christmas.",There is no mention of Christmas when the young girl posed in the first sentence.
"While seated outdoors, a man wearing a harlequin shirt and jeans puts white makeup around his eyes.",The man is sitting in his living room.,2,"The man is unlikely to be sitting in his living room if he is wearing white makeup around his eyes and a harlequin shirt, as these are more commonly associated with outdoor performances or costumes.",A living room is not outdoors.
Students are sitting in a classroom listening to six people who are teaching.,The students combined their powers pushing the moon away from the Earth by 6 inches.,2,There is no apparent connection between the students sitting in a classroom and their ability to combine powers to push the moon away from the Earth.,"If one is listening, they are not pushing"
A man in a field with a blue Jacket and a hat holding a stick with two dogs.,A man stands in a field with two dogs.,0,"The man in the field is accompanied by two dogs, which is consistent with the hypothesis that a man stands in a field with two dogs.",A man stands in a field and man in a field are the same phrases.
A man pans rocks in a button-down shirt and long shorts.,A woman plays tennis.,2,"The man panning rocks in a button-down shirt and long shorts may be taking a break from a recreational activity, similar to tennis, which the woman is playing.","Man and woman are different, panning rocks and playing tennis are different activities, Cannot be both genders or do both activities at the same time."
Man with a guitar drinking a canned drink.,man drinks beer,1,"The canned drink in the premise is often associated with beer, which is a common beverage consumed by adults, including men.",Not all canned drinks are beer.
Two women sitting on a bench eating vanilla ice cream.,Two men are eating peanuts.,2,"There is no inherent connection between eating vanilla ice cream and eating peanuts, as these are two distinct food items.",There can only be two women or two men.
An aspirin added to the water would preserve the flowers.,The flowers are in water.,0,"The aspirin's purpose is to preserve something, and in this case, it is added to the water, suggesting that the flowers are likely to be in contact with the water.",aspirin added to water refers that flowers are in water
A woman giving lecture using promethean board.,There are people eating worms.,2,"The woman giving the lecture might be discussing entomophagy, the practice of eating insects, including worms, as a sustainable food source.",Eating worms is different that giving a lecture
A parade of women in blue costumes walk down the street.,A group of women in blue costumes parade down the street.,0,"The women in blue costumes walking down the street are indeed parading, as they are moving in a coordinated and intentional manner.",parade downs implies walk down.
A child in pink throwing a snowball at a child in blue.,Two children are interacting with each other wearing different colors.,0,"The child in pink and the child in blue are engaging in a playful activity together, which implies they are interacting with each other while wearing different colors.",Pink and blue are two different colors.
A group of people sit in the snow overlooking a mountain scene.,People are doing cartwheels in the dry summer field.,2,"The premise describes a winter scene, whereas the hypothesis describes a summer scene, making it unlikely that the people in the premise would be doing cartwheels in the same setting.",People can not sit while simultaneously be doing cartwheels.  A dry summer field can not be covered in snow.
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady is walking across the floor mat.,2,The young lady might need to warm up or practice on the floor mat before attempting a flip on the balance beam.,The young lady cannot be simultaneously walking across the floor mat and doing a flip on a balance beam.
Woman sitting in the shade with a fabric fan.,There is a woman sitting down,0,"The woman in the premise is described as sitting, which implies that she is in a seated position, thus supporting the hypothesis that there is a woman sitting down.",Sitting refers to sitting down.
A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,A group of people wait in line at an amusement park.,2,The gentleman walking the puppy might be taking a break from waiting in line at the amusement park with the two women.,"There are either two women or a group of people, a group of people implies more than two."
A woman in a green shirt is opening a box.,the woman is asleep,2,"The woman is actively engaging in the physical action of opening a box, which is unlikely to be done while asleep.",The woman cannot be opening a box while asleep.
